id, order_time, fill_time, price, side, status, quantity/lot, fill_price, order_type
0, 2021-01-04 09:16:00, None, 14097.1, SELL, PENDING, 1,0, AGGRESSIVE
1, 2021-01-04 09:16:00, None, 14801.95, BUY, PENDING, 1,0, SL_LIMIT
2, 2021-01-04 09:16:00, None, 13392.25, BUY, PENDING, 1,0, LIMIT
3, 2021-01-04 15:15:00, None, 14096.45, BUY, PENDING, 1,0, AGGRESSIVE
4, 2021-01-07 09:16:00, None, 14233.55, SELL, PENDING, 1,0, AGGRESSIVE
5, 2021-01-07 09:16:00, None, 14945.23, BUY, PENDING, 1,0, SL_LIMIT
6, 2021-01-07 09:16:00, None, 13521.87, BUY, PENDING, 1,0, LIMIT
7, 2021-01-08 09:16:00, None, 14237.5, SELL, PENDING, 1,0, AGGRESSIVE
8, 2021-01-08 09:16:00, None, 14949.38, BUY, PENDING, 1,0, SL_LIMIT
9, 2021-01-08 09:16:00, None, 13525.62, BUY, PENDING, 1,0, LIMIT
10, 2021-01-08 15:15:00, None, 14276.75, BUY, PENDING, 2,0, AGGRESSIVE
11, 2021-01-13 09:16:00, None, 14629.0, SELL, PENDING, 1,0, AGGRESSIVE
12, 2021-01-13 09:16:00, None, 15360.45, BUY, PENDING, 1,0, SL_LIMIT
13, 2021-01-13 09:16:00, None, 13897.55, BUY, PENDING, 1,0, LIMIT
14, 2021-01-14 15:15:00, None, 14597.05, BUY, PENDING, 1,0, AGGRESSIVE
15, 2021-01-21 09:16:00, None, 14704.1, SELL, PENDING, 1,0, AGGRESSIVE
16, 2021-01-21 09:16:00, None, 15439.31, BUY, PENDING, 1,0, SL_LIMIT
17, 2021-01-21 09:16:00, None, 13968.89, BUY, PENDING, 1,0, LIMIT
18, 2021-01-22 09:16:00, None, 14549.75, BUY, PENDING, 1,0, AGGRESSIVE
19, 2021-01-22 09:16:00, None, 13822.26, SELL, PENDING, 1,0, SL_LIMIT
20, 2021-01-22 09:16:00, None, 15277.24, SELL, PENDING, 1,0, LIMIT
21, 2021-01-27 09:16:00, None, 14169.45, BUY, PENDING, 1,0, AGGRESSIVE
22, 2021-01-27 09:16:00, None, 13460.98, SELL, PENDING, 1,0, SL_LIMIT
23, 2021-01-27 09:16:00, None, 14877.92, SELL, PENDING, 1,0, LIMIT
24, 2021-01-27 14:16:00, None, 13970.8, BUY, PENDING, 1,0, AGGRESSIVE
25, 2021-01-27 14:16:00, None, 13272.26, SELL, PENDING, 1,0, SL_LIMIT
26, 2021-01-27 14:16:00, None, 14669.34, SELL, PENDING, 1,0, LIMIT
27, 2021-01-28 09:16:00, None, 13861.4, BUY, PENDING, 1,0, AGGRESSIVE
28, 2021-01-28 09:16:00, None, 13168.33, SELL, PENDING, 1,0, SL_LIMIT
29, 2021-01-28 09:16:00, None, 14554.47, SELL, PENDING, 1,0, LIMIT
30, 2021-01-28 15:15:00, None, 13804.95, SELL, PENDING, 3,0, AGGRESSIVE
31, 2021-02-01 09:16:00, None, 13734.6, SELL, PENDING, 1,0, AGGRESSIVE
32, 2021-02-01 09:16:00, None, 14421.33, BUY, PENDING, 1,0, SL_LIMIT
33, 2021-02-01 09:16:00, None, 13047.87, BUY, PENDING, 1,0, LIMIT
34, 2021-02-01 12:16:00, None, 13821.0, BUY, PENDING, 1,0, AGGRESSIVE
35, 2021-02-01 12:16:00, None, 13129.95, SELL, PENDING, 1,0, SL_LIMIT
36, 2021-02-01 12:16:00, None, 14512.05, SELL, PENDING, 1,0, LIMIT
37, 2021-02-03 09:16:00, None, 14704.65, SELL, PENDING, 1,0, AGGRESSIVE
38, 2021-02-03 09:16:00, None, 15439.88, BUY, PENDING, 1,0, SL_LIMIT
39, 2021-02-03 09:16:00, None, 13969.42, BUY, PENDING, 1,0, LIMIT
40, 2021-02-05 09:16:00, None, 14971.95, SELL, PENDING, 1,0, AGGRESSIVE
41, 2021-02-05 09:16:00, None, 15720.55, BUY, PENDING, 1,0, SL_LIMIT
42, 2021-02-05 09:16:00, None, 14223.35, BUY, PENDING, 1,0, LIMIT
43, 2021-02-05 10:16:00, None, 14925.8, BUY, PENDING, 1,0, AGGRESSIVE
44, 2021-02-05 10:16:00, None, 14179.51, SELL, PENDING, 1,0, SL_LIMIT
45, 2021-02-05 10:16:00, None, 15672.09, SELL, PENDING, 1,0, LIMIT
