id, order_time, fill_time, price, side, status, quantity/lot, fill_price, order_type
0, 2015-01-15 09:16:00, 2015-01-15 09:17:00, 8436.05, SELL, FILLED, 1,8394.35, AGGRESSIVE
3, 2015-01-20 09:16:00, 2015-01-20 09:17:00, 8583.35, SELL, FILLED, 1,8583.8, AGGRESSIVE
6, 2015-01-22 15:15:00, 2015-01-22 15:16:00, 8730.95, BUY, FILLED, 1,8760.0, AGGRESSIVE
1, 2015-01-15 09:16:00, 2015-01-23 09:21:00, 8857.85, BUY, FILLED, 1,8857.85, SL_LIMIT
7, 2015-01-29 09:16:00, 2015-01-29 09:17:00, 8874.6, BUY, FILLED, 1,8882.05, AGGRESSIVE
10, 2015-01-30 15:15:00, 2015-01-30 15:16:00, 8802.4, SELL, FILLED, 1,8805.7, AGGRESSIVE
11, 2015-02-04 09:16:00, 2015-02-04 09:17:00, 8786.65, SELL, FILLED, 1,8781.75, AGGRESSIVE
14, 2015-02-05 13:16:00, 2015-02-05 13:17:00, 8788.7, SELL, FILLED, 1,8784.05, AGGRESSIVE
17, 2015-02-05 15:15:00, 2015-02-05 15:16:00, 8823.6, BUY, FILLED, 2,8704.45, AGGRESSIVE
18, 2015-02-09 09:16:00, 2015-02-09 09:17:00, 8580.3, BUY, FILLED, 1,8581.4, AGGRESSIVE
21, 2015-02-09 15:15:00, 2015-02-09 15:16:00, 8566.45, SELL, FILLED, 1,8522.5, AGGRESSIVE
22, 2015-02-11 09:16:00, 2015-02-11 09:17:00, 8602.5, SELL, FILLED, 1,8612.7, AGGRESSIVE
25, 2015-02-12 09:16:00, 2015-02-12 09:17:00, 8675.35, SELL, FILLED, 1,8662.7, AGGRESSIVE
28, 2015-02-13 15:15:00, 2015-02-13 15:16:00, 8797.75, BUY, FILLED, 2,8806.1, AGGRESSIVE
29, 2015-02-24 14:40:00, 2015-02-24 14:41:00, 8727.35, BUY, FILLED, 1,8737.35, AGGRESSIVE
